movie_id,genre_id
790,3
790,6
791,6
791,3
792,23
792,2
793,6
793,3
794,10
794,7
795,1
795,7
795,8
796,23
796,2
797,6
797,3
798,1
798,4
798,7
799,10
799,7
800,3
800,6
801,21
801,3
802,6
802,3
803,3
803,21
804,2
804,23
805,3
805,6
806,21
806,3
807,2
807,23
808,7
808,10
809,1
809,4
809,7
810,5
810,7
811,21
811,3
812,7
812,1
812,8
813,21
813,3
814,7
814,5
815,10
815,7
816,6
816,3
817,6
817,3
818,7
818,1
819,23
819,2
820,1
820,4
820,7
821,21
821,3
822,1
822,8
822,7
823,23
823,2
824,2
824,23
825,7
825,1
825,4
826,6
826,3
827,1
827,7
828,7
828,10
829,23
829,2
830,6
830,3
831,1
831,7
832,1
832,7
832,8
833,2
833,23
834,10
834,7
835,7
835,10
836,3
836,6
837,7
837,5
838,7
838,4
839,7
839,4
840,7
840,8
841,5
841,7
842,7
842,8
842,1
843,10
843,7
844,3
844,6
845,8
845,7
845,1
846,5
846,7
847,23
847,2
848,5
848,7
849,5
849,7
850,7
850,8
851,6
851,3
852,4
852,1
853,4
853,7
854,7
854,10
855,1
855,8
856,7
856,5
857,5
857,7
858,5
858,7
859,7
859,10
860,3
860,21
861,7
861,10
862,3
862,21
863,3
863,6
864,5
864,7
865,7
865,5
866,2
866,23
867,6
867,3
868,4
868,1
869,23
869,2
870,21
870,3
871,21
871,3
872,1
872,8
872,7
873,7
873,5
874,7
874,5
875,6
875,3
876,21
876,3
877,5
877,7
878,3
878,6
879,23
879,2
880,2
880,23
881,3
881,21
882,8
882,1
882,7
883,10
883,7
884,6
884,3
885,3
885,21
886,7
886,1
887,1
887,4
888,5
888,7
889,2
889,23
890,7
890,8
890,1
891,10
891,7
892,4
892,7
892,1
893,4
893,1
893,7
894,5
894,7
895,2
895,23
896,3
896,21
897,21
897,3
898,1
898,7
898,4
899,21
899,3
900,21
900,3
901,7
901,10
902,8
902,7
902,1
903,3
903,21
904,6
904,3
905,6
905,3
906,7
906,5
907,6
907,3
908,7
908,1
908,8
909,1
909,8
909,7
910,3
910,21
911,2
911,23
912,7
912,4
912,1
913,7
913,5
914,10
914,7
915,7
915,5
916,3
916,21
917,21
917,3
918,8
918,7
918,1
919,7
919,1
920,2
920,23
921,2
921,23
922,2
922,23
923,6
923,3
924,7
924,10
925,21
925,3
926,8
926,7
927,6
927,3
928,8
928,7
929,7
929,5
930,8
930,7
930,1
931,21
931,3
932,1
932,7
933,7
933,4
933,1
934,1
934,7
935,21
935,3
936,7
936,1
936,4
937,7
937,5
938,7
938,8
938,1
939,7
939,10
940,10
940,7
941,21
941,3
942,2
942,23
943,1
943,4
944,5
944,7
945,6
945,3
946,3
946,6
947,7
947,4
947,1
948,8
948,1
948,7
949,23
949,2
950,10
950,7
951,1
951,7
951,8
952,5
952,7
953,7
953,8
953,1
954,6
954,3
955,2
955,23
956,3
956,6
957,5
957,7
958,2
958,23
959,5
959,7
960,23
960,2
961,10
961,7
962,1
962,7
963,7
963,10
964,6
964,3
965,1
965,7
966,8
966,1
966,7
967,21
967,3
968,3
968,21
969,7
969,10
970,23
970,2
971,3
971,6
972,7
972,1
973,7
973,10
974,7
974,5
975,10
975,7
976,7
976,1
976,4
977,3
977,6
978,3
978,6
979,3
979,21
980,23
980,2
981,3
981,21
982,10
982,7
983,21
983,3
984,7
984,1
984,4
985,4
985,1
986,23
986,2
987,7
987,8
987,1
988,10
988,7
989,5
989,7
990,10
990,7
991,7
991,8
991,1
992,2
992,23
993,8
993,7
993,1
994,6
994,3
995,1
995,7
995,8
996,7
996,10
997,21
997,3
998,7
998,8
999,7
999,5
1000,4
1000,7
1000,1
